Harry  ,Don't you think it's a bit odd that what Hagrid wants more than anything is a dragon,,,,,,,
Harry  ,I mean,,,,,,,
Harry  ,Why didn't I see it before? ,,,,,,,
Harry  ,Hagrid,,,,,,,
Harry  , What did he look like?,,,,,,,
Hagrid  ,I don't know. ,,,,,,,
Hagrid  ,I never saw his face. ,,,,,,,
Hagrid  ,He kept his hood up.,,,,,,,
Harry  ,The stranger, you and he must have talked.,,,,,,
Hagrid  ,Well,,,,,,,
Hagrid  ,I told him. I said," a dragon's gonna be no problem.""""""",,,,,,
Harry , And did he seem interested in Fluffy?,,,,,,,
Hagrid , Well,,,,,,,
Hagrid , How often do you come across a three headed dog,,,,,,,
Hagrid ,But I told him. I said,,,,,,,
Hagrid , Take Fluffy," just play him a bit of music and he falls straight to sleep.""""""",,,,,,
Hagrid,  I shouldn't have told you that.,,,,,,,
Hagrid, Where you going?! Wait!,,,,,,,
Harry , We have to see Professor Dumbledore,,,,,,,
McGonagall  ,I'm afraid Professor Dumbledore is not here. ,,,,,,,
McGonagall  ,He received an urgent owl from the Ministry of Magic and left immediately for London.,,,,,,,
Harry  ,He's gone?! Now? ,,,,,,,
Harry  ,But this is important! ,,,,,,,
Harry  ,It's about...the Sorcerer's Stone.,,,,,,,
McGonagall ,How do you know?,,,,,,,
Harry  ,Someone's going to try and steal it.,,,,,,,
McGonagall  ,I don't know how you three found out about the stone,,,,,,,
McGonagall  ,Now would you go back to your dormitories? Quietly. ,,,,,,,
Harry  ,That was no stranger Hagrid met in the village. ,,,,,,,
Harry  ,It was Snape,,,,,,,
Hermione , And with Dumbledore gone,,,,,,,
Snape , Good afternoon. ,,,,,,,
Snape ,Now,,,,,,,
Hermione  ,Uh...we were just...,,,,,,,
Snape  ,You want to be careful.,,,,,,,
Snape  ,People will think you're up to something.,,,,,,,
Hermione  ,Now what do we do?,,,,,,,
Harry,We go down the trapdoor. Tonight.,,,,,,,
Harry  ,Trevor.,,,,,,,
Ron  ,Trevor shh!,,,,,,,
Ron  ,Go,,,,,,,
Neville,Neither should you. ,,,,,,,
Neville,You're sneaking out again,,,,,,,
Harry  ,Now, listen. We were,,,,,,
Neville  ,No! I won't let you!,,,,,,,
Neville  , You'll get Gryffindor in trouble again!,,,,,,,
Neville  , I-I'll fight you.,,,,,,,
Hermione , Neville, really sorry about this,,,,,,
Hermione , Petrificus Totalus.,,,,,,,
Ron,You're a little scary sometimes...you know that? ,,,,,,,
Ron,Brilliant,,,,,,,
Harry , Let's go. Sorry.,,,,,,,
Hermione  ,Sorry.,,,,,,,
Ron  ,It's for your own good,,,,,,,
Hermione ,Ow! You stood on my foot!,,,,,,,
Ron  ,Sorry.,,,,,,,
Hermione  ,Alohomora.,,,,,,,
Ron  ,Wait a minute...he's.... ,,,,,,,
Harry,Snoring,,,,,,,
Harry  ,Snape's already been here. ,,,,,,,
Harry  ,He's put a spell on the harp.,,,,,,,
Ron  ,Uh. It's got horrible breath!,,,,,,,
Harry  ,We have to move its paw.,,,,,,,
Ron  ,What?!,,,,,,,
Harry  ,Come on! Okay. Push! ,,,,,,,
Harry  ,I'll go first. ,,,,,,,
Harry  ,Don't follow until I give you a sign.,,,,,,,
Harry  ,If something bad happens,,,,,,,
Harry  ,Does it seem a bit...quiet to you?,,,,,,,
Hermione ,The harp. It stopped playing.,,,,,,,
Ron  ,Ew! Yuck! Ugh. ,,,,,,,
Harry  ,Jump! Go! ,,,,,,,
Ron  ,Ahh! Whoa. ,,,,,,,
Ron  ,Lucky this plant-thing is here,,,,,,,
Harry ,Whoa! Oh. Ahh!,,,,,,,
Hermione ,Stop moving,,,,,,,
Hermione ,This is Devil's Snare. ,,,,,,,
Hermione ,You have to relax. ,,,,,,,
Hermione ,If you don't,,,,,,,
Ron  ,Kill us faster?! ,,,,,,,
Ron  ,Oh,,,,,,,
Ron and Harry,  Hermione!!,,,,,,,
Ron,Now what are we gonna do?!,,,,,,,
Hermione,Just relax!,,,,,,,
Harry  ,Hermione! Where are you?!,,,,,,,
Hermione,Do what I say. Trust me. ,,,,,,,
Ron ,Ahh! Harry!,,,,,,,
Ron,Harry!,,,,,,,
Hermione,Are you okay?,,,,,,,
Harry ,Yeah, I'm fine.,,,,,,
Ron ,Help!,,,,,,,
Hermione  ,He's not relaxing,,,,,,,
Harry  ,Apparently not.,,,,,,,
Ron ,Help! Help me!,,,,,,,
Hermione  ,We've got to do something!,,,,,,,
Harry  ,What?,,,,,,,
Hermione  ,Uh! I remember reading something in Herbology. ,,,,,,,
Ron  ,Help!,,,,,,,
Hermione,Um Devil's Snare,it's deadly fun...but will sulk in the sun! ,,,,,,
Hermione,That's it! Devil's Snare hates sunlight!,,,,,,,
Hermione,Lumus Solem!,,,,,,,
Ron  ,Ahhh!,,,,,,,
Harry ,Ron,,,,,,,
Ron,Yeah.,,,,,,,
Harry  ,Okay.,,,,,,,
Ron,Whew. Lucky we didn't panic!,,,,,,,
Harry  ,Lucky Hermione pays attention in Herbology.,,,,,,,
Hermione  ,What is that?,,,,,,,
Harry,I don't know. ,,,,,,,
Harry,Sounds like wings.,,,,,,,
Hermione  ,Curious. I've never seen birds like these.,,,,,,,
Harry  ,They're not birds,,,,,,,
Harry  ,And I'll bet one of them fits that door. ,,,,,,,
Hermione ,What's this all about?,,,,,,,
Harry  ,I don't know. Strange.,,,,,,,
Ron   ,Alohomora! ,,,,,,,
Ron   ,Well,,,,,,,
Hermione  ,Ugh! What're we going to do? ,,,,,,,
Hermione  ,There must be 1000 keys up there!,,,,,,,
Ron  ,We're looking for a big old fashioned one. ,,,,,,,
Ron  ,Probably rusty like the handle.,,,,,,,
Harry  ,There! I see it!,,,,,,,
Harry  ,The one with the broken wing!,,,,,,,
Hermione  ,What's wrong,,,,,,,
Harry  ,It's too simple.,,,,,,,
Ron  ,Oh, Harry! ,,,,,,
Ron  ,If Snape can catch it on that old broomstick,,,,,,,
Ron  ,You're the youngest seeker in a century!,,,,,,,
Ron  ,This complicates things a bit!,,,,,,,
Harry  ,Catch the key!,,,,,,,
Ron  ,Hurry up!,,,,,,,
Hermione  ,I don't like this. ,,,,,,,
Hermione  ,I don't like this at all.,,,,,,,
Harry  ,Where are we? A graveyard.,,,,,,,
Ron ,This is no graveyard. ,,,,,,,
Ron ,It's a chessboard.,,,,,,,
Harry ,There's the door.,,,,,,,
Hermione  ,Now what do we do?,,,,,,,
Ron , It's obvious,,,,,,,
Ron ,We've got to play our way across the room. ,,,,,,,
Ron ,All right. Harry,,,,,,,
Ron ,Hermione,,,,,,,
Ron ,As for me,,,,,,,
Hermione ,What happens now?,,,,,,,
Ron,Well, and then...we play. ,,,,,,
Hermione ,Ron, do you?,,,,,,
Ron  ,You there! D-5! ,,,,,,,
Ron  ,Yes, I think this is going to be exactly like wizard's chess!,,,,,,
Ron  ,Castle to E-4!  ,,,,,,,
Ron  ,Pawn to C-3!,,,,,,,
Harry  ,Wait a minute.,,,,,,,
Ron  ,You understand right,,,,,,,
Ron  ,Once I make my move,,,,,,,
Harry  ,No,,,,,,,
Hermione , What is it?,,,,,,,
Harry  ,He's going to sacrifice himself!,,,,,,,
Hermione ,No, you can't!,,,,,,
Hermione ,There must be another way!,,,,,,,
Ron,Do you want to stop Snape from getting that Stone or not?,,,,,,,
Ron,Harry,,,,,,,
Ron,Not me, you. ,,,,,,
Ron,Knight...to H-3.,,,,,,,
Ron  ,Check.,,,,,,,
Ron  ,Ahhhh!,,,,,,,
Harry  ,RON! ,,,,,,,
Harry  ,NO! Don't move! Dont forget,,,,,,,
Harry  ,Checkmate. ,,,,,,,
Harry  ,Take care of Ron. Then,,,,,,,
Harry  ,Send a message to Dumbledore. ,,,,,,,
Harry  ,Ron's right...I have to go on.,,,,,,,
Hermione  ,You'll be okay,,,,,,,
Hermione  ,You're a great wizard,,,,,,,
Harry  ,Not as good as you.,,,,,,,
Hermione,Me? Books and cleverness? ,,,,,,,
Hermione,There are more important things. ,,,,,,,
Hermione,Friendship,,,,,,,
Hermione,And Harry,,,,,,,
Harry ,You? No. It can't be...Snape. He was the one,,,,,,,
Quirrell ,Yes. He does seem the type,,,,,,,
Quirrell ,Next to him," """"p-p-poor s-stuttering Professor Quirrell?""""""",,,,,,
Harry  ,B-but, during the Quidditch Match, Snape tried to kill me.,,,,,
Quirrell  ,No,,,,,,,
Quirrell  ,And trust me, I would have succeeded. ,,,,,,
Quirrell  ,Even with Snape muttering his little counter-curse.,,,,,,,
Harry  ,Snape was trying to...save me?,,,,,,,
Quirrell ,I knew you were a danger right from the off. ,,,,,,,
Quirrell ,Especially after Halloween.,,,,,,,
Harry ,Th-then you let the troll in.,,,,,,,
Quirrell  ,Very good Potter,,,,,,,
Quirrell  ,Snape, wasn't fooled. ,,,,,,
Quirrell  ,While everyone else was running to the dungeon,,,,,,,
Quirrell  ,He, never trusted me again.,,,,,,
Quirrell  ,He rarely left me alone. ,,,,,,,
Quirrell  ,But he doesn't understand. ,,,,,,,
Quirrell  ,I'm never alone. Never. ,,,,,,,
Quirrell  ,Now...what does this mirror do? ,,,,,,,
Quirrell  ,I see what I desire. ,,,,,,,
Quirrell  ,I see myself holding the stone. ,,,,,,,
Quirrell  ,But how do I get it?,,,,,,,
Voldemort ,Use the boy,,,,,,,
Quirrell  ,Come here, now!,,,,,,
Quirrell  ,Tell me. What do you see?,,,,,,,
Quirrell ,What is it?! What do you see?!,,,,,,,
Harry  ,I-I'm shaking hands with Dumbledore. ,,,,,,,
Harry  ,I've won the house cup.,,,,,,,
Voldemort,He lies.,,,,,,,
Quirrell,Tell the truth! What do you see?!,,,,,,,
Voldemort,Let me speak to him.,,,,,,,
Quirrell  ,Master,,,,,,,
Voldemort,I have strength enough for this. ,,,,,,,
Voldemort,Harry Potter. We meet again.,,,,,,,
Harry ,Voldemort.,,,,,,,
Voldemort  ,Yes. You see what I have become? ,,,,,,,
Voldemort  ,See what I must do to survive? ,,,,,,,
Voldemort  ,Live off another. A mere parasite. ,,,,,,,
Voldemort  ,Unicorn blood can sustain me,,,,,,,
Voldemort  ,But there is something that can. ,,,,,,,
Voldemort  ,Something, lies in your pocket!,,,,,,
Voldemort  ,Stop him! ,,,,,,,
Voldemort  ,Don't be a fool! ,,,,,,,
Voldemort  ,Why suffer a horrific death when you can join me and live?!,,,,,,,
Harry  ,Never!,,,,,,,
Voldemort  ,Haha. Bravery. Your parents had it too. ,,,,,,,
Voldemort  ,Tell me, would you like to see your mother and father again? ,,,,,,
Voldemort  ,Together,,,,,,,
Voldemort  ,All I ask for is something in return. ,,,,,,,
Voldemort  ,That's it,,,,,,,
Voldemort  ,There is no good and evil. ,,,,,,,
Voldemort  ,There is only power,,,,,,,
Voldemort  ,Together,,,,,,,
Voldemort  ,Just give me the stone! ,,,,,,,
Harry  ,You liar!,,,,,,,
Voldemort,Kill him!,,,,,,,
Quirrell ,Ahh! Ahh! What is this magic?,,,,,,,
Voldemort  ,Fool! Get the stone!,,,,,,,
Quirrell,Ahhhhhhhhhh!,,,,,,,
Voldemort  ,Arrrhhhhhh!,,,,,,,
Harry  ,Ahhhhhhhhh!,,,,,,,
Dumbledore ,Good afternoon,,,,,,,
Dumbledore ,Ah. Tokens from your admirers?,,,,,,,
Harry ,Admirers?,,,,,,,
Dumbledore,What happened down in the dungeons between you and Professor Quirrell is a complete secret, naturally, the whole school knows. ,,,,,
Dumbledore,Ah,,,,,,,
Harry ,Ron was here? ,,,,,,,
Harry ,Is he all right? ,,,,,,,
Harry ,What about Hermione?,,,,,,,
Dumbledore  ,Fine. They're both just fine.,,,,,,,
Harry ,But,,,,,,,
Dumbledore  ,Relax,,,,,,,
Dumbledore  ,My friend Nicholas and I had a little chat and agreed it was best all around.,,,,,,,
Harry,But Flamel, won't he?,,,,,,
Dumbledore,He has enough Elixir to set his affairs in order. ,,,,,,,
Dumbledore,But yes,,,,,,,
Harry  ,How is it I got the Stone,,,,,,,
Harry  ,One minute I was staring in the mirror,,,,,,,
Dumbledore,Ah. You see, find it, but not use it, would be able to get it. ,,,,
Dumbledore,That is one of my more brilliant ideas. ,,,,,,,
Dumbledore,And between you and me thats saying something.,,,,,,,
Harry  ,Does that mean, I mean, that Voldemort can never come back?,,,,,
Dumbledore ,Ah,,,,,,,
Dumbledore ,Harry,,,,,,,
Dumbledore ,It was because of your mother. ,,,,,,,
Dumbledore ,She sacrificed herself for you,,,,,,,
Dumbledore ,No, this kind of mark cannot be seen.,,,,,,
Dumbledore ,It lives in your very skin.,,,,,,,
Harry ,What is it?,,,,,,,
Dumbledore,Love, love. ,,,,,,
Dumbledore,Ah. Bertie Bott's Every Flavour Beans. ,,,,,,,
Dumbledore,I was most unfortunate in my youth to come across a vomit flavoured one,,,,,,,
Dumbledore,But I think I could be safe with a nice toffee...,,,,,,,
Dumbledore,Mm. Alas. Earwax.,,,,,,,
Harry,All right there,,,,,,,
Ron,All right? You?,,,,,,,
Harry,All right. Hermione?,,,,,,,
Hermione,Never better.,,,,,,,
Dumbledore,Another year gone. ,,,,,,,
Dumbledore,And now, the house cup needs awarding, and the points stand thus. ,,,,,
Dumbledore,In fourth place,,,,,,,
Dumbledore,Third place, with 352 points. ,,,,,,
Dumbledore,In second place, with 426 points,,,,,,
Dumbledore,And in first place, Slytherin House.,,,,,,
Students,Whoo! Yeah!,,,,,,,
Malfoy,Nice one,,,,,,,
Dumbledore ,Yes, well done Slytherin, well done Slytherin. ,,,,,
Dumbledore ,However,,,,,,,
Dumbledore ,And I have a few last minute points to award. ,,,,,,,
Dumbledore ,To Miss Hermione Granger, 50 points. ,,,,,,
Harry,Good job.,,,,,,,
Dumbledore,Second, for the best played game of chess that Hogwarts has seen these many years...50 points. ,,,,,,
Dumbledore,And third, for pure nerve and outstanding courage, I award Gryffindor house 60 points. ,,,,,
Hermione,We're tied with Slytherin!,,,,,,,
Dumbledore,And finally, but a great deal more to stand up to your friends. ,,,,,,
Dumbledore,I award 10 points to Neville Longbottom.,,,,,,,
Dumbledore,Assuming that my calculations are correct,,,,,,,
Dumbledore,Gryffindor wins the House Cup!,,,,,,,
Hagrid,Yes!,,,,,,,
Seamus,Yeah! We won!!,,,,,,,
Hagrid,Come on now,,,,,,,
Hagrid,Train's leaving. ,,,,,,,
Hagrid,Go on. Go on. Come on. Hurry up.,,,,,,,
Hermione,Come on,,,,,,,
Harry,One minute. ,,,,,,,
Hagrid,Thought you were leaving without saying good-bye,,,,,,,
Hagrid,This is for you.,,,,,,,
Harry,Thanks,,,,,,,
Hagrid,Oh. Go on...on with you. ,,,,,,,
Hagrid,Oh, Harry, if that dolt of a cousin of yours, Dudley, gives you any grief, you could always, um, threaten him with a nice pair of ears to go with that tail of his.
Harry,But Hagrid,,,,,,,
Hagrid,I do. But your cousin don't,,,,,,,
Hermione,Feels strange to be going home,,,,,,,
Harry,I'm not going home. Not really.,,,,,,,
